,adminRights,constrainedDelegation,controllables,controllers,dcomRights,gpos,groupMembership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,dontreqpreauth,enabled,encryptedtextpwdallowed,hasspn,isaclprotected,lastlogon,lastlogontimestamp,lastseen,lockedout,logonscriptenabled,name,objectid,passwordcantchange,passwordexpired,passwordnotreqd,pwdlastset,pwdneverexpires,samaccountname,sensitive,serviceprincipalnames,sidhistory,smartcardrequired,system_tags,trustedtoauth,unconstraineddelegation,usedeskeyonly,useraccountcontrol,whencreated,psRemoteRights,rdpRights,sessions,sqlAdmin,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,supportedencryptiontypes,displayname,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,control_risk,control_risk_norm,control_risk_norm_100,control_risk_100
15,0.0,0.0,16.0,210.0,0.0,1.0,30.0,False,Created with secframe.com/badblood.,"CN=LONNIE_TILLMAN,OU=DEVICES,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,LONNIE_TILLMAN@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1115,False,False,False,1742158755.0,False,LONNIE_TILLMAN,False,[],[],False,,False,False,False,512.0,1742158755.0,0.0,0.0,0.0,0.0,False,10.0,11.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
145     LONNIE_TILLMAN@MYLAB.LOCAL       User   
2648         DANE_GRAY@MYLAB.LOCAL       User   
2999  LO-778-DISTLIST1@MYLAB.LOCAL      Group   
477      JENNA_HARDING@MYLAB.LOCAL       User   
870   DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
873   JE-SIE-DISTLIST1@MYLAB.LOCAL      Group   
897   AN-27O-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
145   S-1-5-21-1333368235-828418111-1849936505-1115       False   
2648  S-1-5-21-1333368235-828418111-1849936505-3337       False   
2999  S-1-5-21-1333368235-828418111-1849936505-3758       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
873   S-1-5-21-1333368235-828418111-1849936505-3769       False   
897   S-1-5-21-1333368235-828418111-1849936505-4045       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
145           False        2025-03-16T21:35:40.117Z  
2648          False  2025-03-16T21:35:35.888256268Z  
2999          False        2025-03-16T21:35:40.097Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
873           False        2025-03-16T21:35:39.799Z  
897           False        2025-03-16T21:35:40.428Z  ","   source target       label        kind                        lastSeen
0     145   2999    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    2999    897    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     897   2648  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
3    2648    873    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4     873    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
5     870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
6    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
7     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
8     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
9     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
10   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1115'
 'S-1-5-21-1333368235-828418111-1849936505-3337'
 'S-1-5-21-1333368235-828418111-1849936505-3758'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3769'
 'S-1-5-21-1333368235-828418111-1849936505-4045']",,LONNIE_TILLMAN,,,0.004479283314669653,0.47540983606557374,0.22,1.0,1.0,0.001402524544179523,238.0,1.701291643924423,0.0573263049840879,0.02611991896240268
16,0.0,0.0,58.0,211.0,0.0,1.0,17.0,False,Created with secframe.com/badblood.,"CN=SONIA_HODGE,OU=DEVICES,OU=HRE,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,SONIA_HODGE@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1116,False,False,False,1742158755.0,False,SONIA_HODGE,False,[],[],False,,False,False,False,512.0,1742158755.0,0.0,0.0,0.0,0.0,False,4.0,3.0,"                             label   kind  \
id                                          
1019       LOUIS_TYLER@MYLAB.LOCAL   User   
128      DOMAIN ADMINS@MYLAB.LOCAL  Group   
146        SONIA_HODGE@MYLAB.LOCAL   User   
877   TA-24D-DISTLIST1@MYLAB.LOCAL  Group   

                                           objectId  isTierZero  \
id                                                                
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
146   S-1-5-21-1333368235-828418111-1849936505-1116       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   

      isOwnedObject                  lastSeen  
id                                             
1019          False  2025-03-16T21:35:40.117Z  
128           False  2025-03-16T21:35:40.428Z  
146           False  2025-03-16T21:35:40.117Z  
877           False  2025-03-16T21:35:40.428Z  ","  source target       label        kind                        lastSeen
0    146    877    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
2   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1116'
 'S-1-5-21-1333368235-828418111-1849936505-4033']",,SONIA_HODGE,,,0.016237402015677492,0.477751756440281,0.06,1.0,2.0,0.002805049088359046,274.0,1.5567942075443175,0.05245735489141776,0.03007083107436275
17,0.0,0.0,21.0,209.0,0.0,1.0,18.0,False,Created with secframe.com/badblood.,"CN=CANDACE_GONZALEZ,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,CANDACE_GONZALEZ@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1117,False,False,False,1742158756.0,False,CANDACE_GONZALEZ,False,[],[],False,,False,False,False,512.0,1742158756.0,0.0,0.0,0.0,0.0,False,12.0,17.0,"                                     label       kind  \
id                                                      
1002                     USERS@MYLAB.LOCAL  Container   
1019               LOUIS_TYLER@MYLAB.LOCAL       User   
128              DOMAIN ADMINS@MYLAB.LOCAL      Group   
147           CANDACE_GONZALEZ@MYLAB.LOCAL       User   
1816              6372101301SA@MYLAB.LOCAL       User   
2510             CLAUDE_GIBSON@MYLAB.LOCAL       User   
2602            STEWART_THOMAS@MYLAB.LOCAL       User   
3120          WE-AZU-DISTLIST1@MYLAB.LOCAL      Group   
477              JENNA_HARDING@MYLAB.LOCAL       User   
870           DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872           RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
881   BR-EDUFER191-ADMINGROUP1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
147   S-1-5-21-1333368235-828418111-1849936505-1117       False   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2510  S-1-5-21-1333368235-828418111-1849936505-3196       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
3120  S-1-5-21-1333368235-828418111-1849936505-3889       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
881   S-1-5-21-1333368235-828418111-1849936505-3849       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
147           False        2025-03-16T21:35:40.117Z  
1816          False        2025-03-16T21:35:40.117Z  
2510          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
3120          False        2025-03-16T21:35:40.097Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
881           False  2025-03-16T21:35:36.886857315Z  ","   source target       label        kind                        lastSeen
0     147   3120    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    3120    881    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     881   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
3    1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4     870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
5     477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     881   2510  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
7    2510    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
9    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
11   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
12    881   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
13   2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
14    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
15    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
16    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1117'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3196'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-3889'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3849']",,CANDACE_GONZALEZ,,,0.005879059350503919,0.47306791569086654,0.34,1.0,1.0,0.001402524544179523,248.0,1.82034949958555,0.061338049218978466,0.027217394549058253
18,0.0,0.0,3361.0,264.0,0.0,1.0,26.0,False,Created with secframe.com/badblood.,"CN=ISABELLE_BOYD,OU=DEVICES,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ISABELLE_BOYD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1118,False,False,False,1742158756.0,False,ISABELLE_BOYD,False,[],[],False,,False,False,False,512.0,1742158756.0,0.0,0.0,0.0,0.0,False,7.0,8.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
148      ISABELLE_BOYD@MYLAB.LOCAL       User   
3279  FL-BIA-DISTLIST1@MYLAB.LOCAL      Group   
477      JENNA_HARDING@MYLAB.LOCAL       User   
872   RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
148   S-1-5-21-1333368235-828418111-1849936505-1118       False   
3279  S-1-5-21-1333368235-828418111-1849936505-3994       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
148           False        2025-03-16T21:35:40.117Z  
3279          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
872           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0    148   3279    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1   3279    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2    872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
3   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
4    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
5    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
7   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1118'
 'S-1-5-21-1333368235-828418111-1849936505-3994'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3635']",,ISABELLE_BOYD,,,0.9409294512877939,0.6018735362997658,0.16,1.0,1.0,0.001402524544179523,3634.0,2.704205512131739,0.09112024412846778,0.39882262819063585
19,0.0,0.0,0.0,240.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=SHERRY_BASS,OU=GROUPS,OU=AWS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.048103438Z,False,False,SHERRY_BASS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1119,False,False,False,1742158756.0,False,SHERRY_BASS,False,[],[],False,,False,False,False,512.0,1742158756.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,SHERRY_BASS,,,0.0,0.5456674473067916,0.0,1.0,0.0,0.0,240.0,1.5456674473067915,0.05208243031388332,0.026339414079733794
22,0.0,0.0,0.0,213.0,0.0,1.0,12.0,False,Created with secframe.com/badblood.,"CN=7700536372SA,OU=DEVICES,OU=AZR,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.048103438Z,False,False,7700536372SA@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1122,False,False,False,1742158756.0,False,7700536372SA,False,[],[],False,,False,False,False,512.0,1742158756.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,7700536372SA,,,0.0,0.48243559718969553,0.0,1.0,0.0,0.0,213.0,1.4824355971896956,0.04995178543740628,0.023376229995763744
23,0.0,0.0,29.0,211.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=AIMEE_WARE,OU=AZR,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,AIMEE_WARE@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1123,False,False,False,1742158757.0,False,AIMEE_WARE,False,[],[],False,,False,False,False,512.0,1742158757.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,AIMEE_WARE,,,0.008118701007838746,0.477751756440281,0.0,1.0,0.0,0.0,240.0,1.4858704574481196,0.0500675256442399,0.026339414079733794
26,0.0,0.0,0.0,210.0,0.0,1.0,10.0,False,Created with secframe.com/badblood.,"CN=ERNESTINE_PETERS,OU=TEST,OU=FSR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,ERNESTINE_PETERS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1126,False,False,False,1742158757.0,False,ERNESTINE_PETERS,False,[],[],False,,False,False,False,512.0,1742158757.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ERNESTINE_PETERS,,,0.0,0.47540983606557374,0.0,1.0,0.0,0.0,210.0,1.4754098360655736,0.04971504711779771,0.023046987319767072
27,0.0,0.0,0.0,232.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=VERONICA_MCKAY,OU=SERVICEACCOUNTS,OU=FSR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:31.048103438Z,False,False,VERONICA_MCKAY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1127,False,False,False,1742158757.0,False,VERONICA_MCKAY,False,[],[],False,,False,False,False,512.0,1742158757.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,VERONICA_MCKAY,,,0.0,0.5269320843091335,0.0,1.0,0.0,0.0,232.0,1.5269320843091334,0.05145112812826049,0.025461433610409336
28,0.0,0.0,0.0,209.0,0.0,1.0,23.0,False,Created with secframe.com/badblood.,"CN=TAYLOR_SANDOVAL,OU=AZR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,TAYLOR_SANDOVAL@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1128,False,False,False,1742158757.0,False,TAYLOR_SANDOVAL,False,[],[],False,,False,False,False,512.0,1742158757.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,TAYLOR_SANDOVAL,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
29,0.0,0.0,0.0,208.0,0.0,1.0,10.0,False,Created with secframe.com/badblood.,"CN=DOLLIE_LIVINGSTON,OU=TEST,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,DOLLIE_LIVINGSTON@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1129,False,False,False,1742158758.0,False,DOLLIE_LIVINGSTON,False,[],[],False,,False,False,False,512.0,1742158757.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,DOLLIE_LIVINGSTON,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
30,0.0,0.0,76.0,210.0,0.0,1.0,20.0,False,Created with secframe.com/badblood.,"CN=AUDREY_BROWN,OU=OGC,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,AUDREY_BROWN@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-1130,False,False,False,1742158758.0,False,AUDREY_BROWN,False,[],[],False,,False,False,False,512.0,1742158758.0,0.0,0.0,0.0,0.0,False,12.0,17.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
160             AUDREY_BROWN@MYLAB.LOCAL       User   
248           CARMEN_HAWKINS@MYLAB.LOCAL       User   
3196  AB-180389141-DISTLIST1@MYLAB.LOCAL      Group   
323             3579637267SA@MYLAB.LOCAL       User   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
885         AU-JAS-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
160   S-1-5-21-1333368235-828418111-1849936505-1130       False   
248   S-1-5-21-1333368235-828418111-1849936505-1218       False   
3196  S-1-5-21-1333368235-828418111-1849936505-3974       False   
323   S-1-5-21-1333368235-828418111-1849936505-1293       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
885   S-1-5-21-1333368235-828418111-1849936505-3810       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
160           False        2025-03-16T21:35:40.117Z  
248           False        2025-03-16T21:35:40.117Z  
3196          False  2025-03-16T21:35:36.886857315Z  
323           False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
885           False        2025-03-16T21:35:39.799Z  ","   source target       label        kind                        lastSeen
0     160   3196    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    3196    885    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     885    323  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
3     323    869  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
4     869   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6     885    248  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
7     248    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
9     323    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
10    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
11   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
12    323    877  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
13    877   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
14    869    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
15    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
16    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1130'
 'S-1-5-21-1333368235-828418111-1849936505-1218'
 'S-1-5-21-1333368235-828418111-1849936505-3974'
 'S-1-5-21-1333368235-828418111-1849936505-1293'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3810']",,AUDREY_BROWN,,,0.02127659574468085,0.47540983606557374,0.34,1.0,1.0,0.001402524544179523,304.0,1.8380889563544343,0.06193579359315248,0.033363257834329474
